"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","PC26","PC27","PC28","PC29","PC30","PC31","PC32","PC33","PC34","PC35","PC36","PC37","PC38","PC39","PC40","PC41","PC42","PC43","PC44","PC45","PC46","PC47","PC48","PC49","PC50"
"3.3613",0.13459,-0.094399,-0.17996,-0.021723,0.091686,-0.11964,0.19471,-0.11292,0.0081086,-0.12375,-0.086688,0.01605,-0.0025695,0.0064455,-0.0095003,-0.12204,-0.10809,-0.038888,0.31087,0.041514,0.036861,-0.19809,0.077961,-0.044019,-0.14742,-0.22058,-0.11612,-0.11098,-0.045755,0.26978,0.046999,-0.0056168,0.075234,0.16512,-0.011503,0.0012663,0.19506,0.11131,0.070697,0.057287,-0.0088607,-0.030137,-0.2065,-0.039737,0.088125,0.1321,-0.028432,0.04497,-0.046121,0.05177
"3.40975",0.11137,0.022242,0.21297,-0.13862,-0.036631,-0.0063008,-0.010418,-0.087949,-0.08173,-0.081985,0.043331,0.0028226,-0.003948,-0.011316,-0.0051347,0.043582,0.010966,-0.092382,-0.00017606,0.022897,-0.067838,0.064123,-0.075298,-0.032534,0.046053,-0.029943,0.094038,0.11008,0.068688,0.089899,0.036392,-0.048412,-0.024601,0.072176,0.12548,0.0082556,0.032445,0.034063,-0.10487,-0.029615,-0.074472,0.0082331,0.017043,0.05102,0.0076651,-0.14966,-0.10325,-0.017587,-0.03089,-0.15365
"3.4349",0.044758,0.042148,0.15631,-0.083144,-0.026681,0.054973,0.020779,-0.063602,-0.025044,-0.049236,-0.027571,-0.002156,0.08098,0.11485,0.039046,-0.12581,0.074797,-0.020222,0.0047782,-0.0056299,0.045724,0.10007,0.030399,0.0252,0.0093024,-0.026345,-0.033052,0.0035275,-0.028684,0.047105,-0.074564,-0.066173,0.022696,0.18402,-0.058654,0.0071866,-0.050715,-0.081537,-0.06313,-0.048671,-0.11965,-0.051028,0.048697,0.22373,0.15715,0.033331,0.01523,-0.0053936,0.036836,0.014872
"3.4525",0.054556,-0.10043,-0.027969,0.039849,0.049972,-0.060655,-0.16175,-0.039719,0.20912,-0.01049,-0.14521,0.056855,-0.0017101,0.028103,-0.11422,0.055759,-0.17428,-0.095984,-0.04936,-0.032675,-0.098781,-0.0071245,-0.15705,0.047588,0.039836,-0.25902,0.064154,0.013015,-0.053444,-0.0044594,0.11703,-0.032031,-0.13466,-0.11971,0.16868,0.018288,0.15996,0.03822,0.2084,-0.16222,0.15662,0.068741,-0.048137,-0.13025,0.004182,-0.012165,0.14174,-0.065093,-0.039649,-0.073412
"3.4987",0.11647,0.05439,0.18307,-0.12516,-0.055317,0.032543,-0.018166,-0.11069,-0.028346,-0.055352,0.036672,-0.073732,-0.086012,0.020435,0.029472,0.035906,0.11667,0.06705,-0.023956,0.10553,-0.029955,0.02344,-0.058434,-0.064815,-0.017619,0.083562,0.1033,0.2042,0.12919,0.045645,0.027985,0.10322,-0.006698,0.13021,0.15602,-0.051528,0.031885,0.075653,0.12869,0.10242,0.054047,0.095779,0.012568,-0.12274,0.07043,0.1498,-0.1576,-0.034773,0.029357,0.058211
"3.5276",0.12139,0.025885,0.10355,-0.11953,0.006762,0.098187,0.044375,-0.027451,-0.011332,-0.10876,-0.038677,-0.12902,0.026837,0.051094,0.0011027,-0.11822,-0.058851,0.046563,0.018908,0.0055369,-0.050972,0.11563,-0.019681,-0.039139,0.088152,0.060517,0.058684,0.046172,0.015818,-0.060378,-0.052605,-0.062219,-0.11425,-0.049342,0.056109,0.092396,-0.068438,0.11435,-0.00031416,0.053629,0.019198,-0.20195,0.065373,-0.23129,-0.084701,-0.032294,0.039664,-0.15246,-0.10665,0.072237
"3.569",0.0094867,0.15122,0.023305,0.088799,0.048406,0.1042,0.015082,0.082719,-0.01548,0.0057352,-0.03772,0.14052,-0.21442,-0.091817,-0.15075,-0.027713,-0.010371,0.22446,-0.11015,0.19731,-0.039487,-0.14228,-0.072604,0.080078,-0.057281,0.22955,0.088316,0.012367,-0.14345,0.23273,0.18885,-0.12152,0.061649,-0.075636,-0.061471,0.19093,-0.045598,0.012155,0.17472,-0.073845,-0.10178,-0.065318,-0.066941,0.14868,-0.20171,0.056733,0.12852,0.024203,0.096102,0.10734
"3.59605",0.064539,0.013208,-0.022172,-0.15741,0.094096,-0.0034159,-0.010045,-0.12949,-0.093612,0.25717,0.13753,0.17432,0.13015,-0.05444,-0.16209,-0.25536,-0.028899,-0.023172,0.0086286,0.19528,-0.027993,-0.20295,0.020704,0.0834,0.14454,0.059033,-0.11358,-0.11153,-0.072344,-0.20177,0.092153,0.18919,0.14981,-0.048867,-0.0053379,0.0044525,0.088065,-0.0259,0.14609,0.12489,-0.065417,0.03825,0.0059835,-0.039084,0.11711,-0.029598,-0.084183,-0.068583,-0.10943,-0.0028028
"3.8933",0.037642,0.028635,0.25895,-0.053707,0.012156,0.038503,-0.020871,-0.21452,-0.1727,0.16657,-0.056961,-0.021167,0.15861,-0.15816,0.11864,0.0017069,-0.41247,0.11991,0.049119,-0.033614,-0.052905,0.07054,0.077244,-0.0027429,0.0018762,0.18747,-0.078412,-0.21853,-0.16992,0.050871,-0.055637,0.063714,-0.28486,0.051973,-0.061863,-0.020506,-0.071167,-0.016187,0.083566,-0.15774,0.016062,0.15413,-0.070639,-0.00034287,-0.10164,-0.061,-0.14255,0.083751,0.13441,0.06222
"3.9128",0.0044551,0.087899,0.11539,-0.0074685,-0.081031,0.032831,0.11816,0.020097,-0.11493,0.087876,0.045855,0.05223,-0.14751,0.051011,0.017553,0.10813,-0.17222,-0.18877,-0.23756,-0.018409,0.082633,-0.22533,0.11752,-0.053671,-0.13269,-0.053626,0.23249,0.093217,0.058096,0.044343,0.05259,-0.12031,-0.087597,0.094985,-0.079059,-0.052502,0.083263,0.042543,0.051264,-0.11957,-0.046747,-0.076489,-0.094245,-0.042706,0.080625,-0.091565,0.0048837,-0.16236,-0.13379,-0.10365
"3.9489",-0.043656,0.044137,0.098234,0.16767,0.12993,0.13721,-0.038566,0.1928,-0.16532,-0.069659,-0.075647,0.083061,-0.042208,-0.19668,0.11038,0.049273,-0.018868,0.20285,-0.039652,-0.059445,0.23399,0.1293,-0.049615,-0.23654,0.12109,-0.2141,-0.059049,-0.08621,-0.23438,0.06372,-0.028275,0.22146,0.026698,0.031081,0.13556,0.10476,0.15965,-0.042416,0.014475,-0.05913,-0.050415,-0.087833,0.069557,-0.13389,-0.0038071,-0.051877,0.15636,-0.047462,0.054566,0.019582
"3.9857",-0.16195,0.010847,-0.030639,0.07578,-0.12114,0.10944,-0.12536,-0.0074821,-0.095385,0.10981,-0.016031,0.077426,-0.079074,0.10912,-0.14387,-0.063631,-0.061302,0.089522,0.065879,-0.083444,-0.071086,0.042686,0.051807,0.028263,0.0039784,-0.012914,-0.20618,-0.10627,-0.072694,0.015672,0.0054919,-0.076562,-0.046044,-0.17393,0.00040701,-0.14959,0.15893,0.093578,-0.12825,0.18502,0.052419,-0.12635,-0.01823,0.076566,0.05073,0.077415,-0.047647,0.030063,-0.042448,0.14493
"4.01605",-0.037802,0.080909,-0.020632,0.035102,-0.008993,0.12013,-0.064028,0.087287,-0.018532,0.10371,-0.15807,0.047027,0.069444,-0.18602,0.034052,0.016708,0.071658,-0.18848,0.097524,0.027591,-0.0012041,0.079139,0.12445,0.16061,-0.073661,0.15281,0.051626,-9.3976e-05,0.095815,-0.027676,0.10401,-0.027649,-0.030472,0.13372,-0.13566,0.098881,0.31986,0.038885,-0.007652,0.14777,0.21131,-0.064657,-0.013407,0.067458,-0.092097,0.051131,-0.088421,-0.092995,0.021193,-0.10545
"4.0615",-0.082903,-0.052646,0.028902,0.23432,-0.083429,-0.24874,-0.28108,-0.069829,0.054251,-0.0033276,0.279,-0.1747,0.044022,-0.16248,-0.067536,0.04448,-0.026108,-0.041553,0.033035,0.082429,-0.21716,-0.11699,0.11372,0.11239,0.058078,-0.16468,0.056338,0.038647,-0.060987,0.18901,0.0089241,-0.036923,-0.021658,-0.070837,0.051969,-0.12755,0.0089381,-0.15787,-0.041305,-0.0056646,-0.017065,0.11405,-0.091172,-0.038711,-0.051574,-0.056524,0.032934,0.031918,-0.027488,0.17907
"4.1033",0.14125,-0.0038722,-0.16034,0.058211,0.066679,-1.9607e-05,-0.042742,0.01078,-0.03863,-0.068378,0.0066826,-0.019723,-0.094435,-0.10584,-0.10966,-0.098152,-0.036435,0.18109,-0.016901,-0.020275,0.011155,0.088818,-0.1225,0.19644,-0.18807,0.059574,0.021043,-0.10581,0.012858,-0.066791,-0.14178,-0.063427,0.024157,0.028192,0.14288,-0.22319,-0.0066705,-0.11186,-0.11145,0.034201,-0.19348,-0.023165,0.019401,0.055841,-0.085084,-0.12496,0.049319,-0.26902,0.10721,0.037895
"4.1433",0.20833,0.042848,0.036847,-0.032213,-0.031528,-0.0021031,-0.016425,0.11664,-0.083692,0.062904,-0.074673,-0.20789,-0.19508,-0.035428,0.00050103,0.042391,-0.22568,-0.088149,0.089327,0.021815,-0.094097,0.1601,-0.12493,0.082391,0.15058,0.060514,0.030532,-0.087109,0.086062,-0.025008,-0.18762,-0.12004,0.14464,-0.14293,0.15541,0.032693,0.0081284,0.13263,0.11127,-0.074295,0.069689,-0.01646,0.017543,0.014502,0.17623,-0.012908,-0.12699,-0.026183,-0.11694,0.1839
"4.1671",0.12715,-0.035226,-0.045466,0.16926,0.090122,-0.030231,0.045085,0.018124,0.032438,0.036692,0.11628,-0.16151,-0.071663,0.020231,-0.0070658,-0.28353,0.053348,-0.0055172,-0.080259,-0.043893,0.32433,0.012281,-0.22042,0.23656,-0.046536,0.19833,0.0053455,0.1213,-0.1387,0.09126,-0.19204,-0.034592,-0.10728,-0.089203,-0.0019188,0.071551,0.18786,0.034769,-0.21829,-0.009774,0.17475,0.048762,0.086196,-0.041483,-0.079891,0.079163,-0.020993,0.14308,-0.095453,-0.070335
"6.8579",-0.017763,-0.070273,0.026745,0.10109,0.11939,0.089083,-0.21364,-0.033764,0.28355,-0.14502,-0.062367,0.12136,-0.081388,0.10785,0.10351,-0.19115,-0.17908,-0.14057,0.086041,0.098524,0.047797,0.049557,-0.0051252,-0.00017271,0.085892,0.046796,-0.21561,0.13433,0.038254,-0.088815,0.13401,-0.15254,-0.050881,0.12491,0.05071,-0.022357,0.076204,-0.03386,-0.016632,0.081109,-0.23039,0.1113,0.0042247,0.01892,-0.044114,-0.017503,-0.043862,-0.05643,0.046979,0.075235
"6.8887",0.054494,-0.029973,0.036659,0.028969,0.045334,0.050562,-0.058589,-0.040677,0.33739,0.042877,-0.25593,-0.038002,-0.091211,0.080326,0.011799,-0.098429,0.070537,-0.14446,-0.12305,0.23627,-0.061857,0.015021,-0.029657,-0.078415,0.014339,-0.085834,-0.11765,0.018551,-0.26686,0.016326,-0.13422,0.021373,0.024947,-0.043268,-0.081156,-0.022228,-0.13605,-0.11775,0.012802,-0.070632,-0.073449,-0.045656,-0.0042513,-0.12475,0.01619,0.047392,-0.20474,0.14665,-0.059924,-0.010696
"6.9116",-0.046204,0.020822,0.091206,0.04575,0.041383,0.13051,-0.021071,0.019467,0.12518,-0.10277,0.030965,-0.011612,-0.16252,-0.11539,0.2974,-0.087368,0.064092,-0.11364,0.0032798,-0.21753,-0.0094543,-0.080306,0.087656,-0.058811,-0.032609,-0.11686,-0.039643,0.0381,-0.042843,0.047868,-0.03451,0.063442,0.084505,-0.085207,-0.0015145,0.071125,0.028204,0.049278,0.10173,0.092016,0.082172,0.034756,-0.010836,0.098496,-0.094495,0.22377,0.096944,-0.15073,-0.049978,0.033099
"6.9765",0.028781,0.0012845,-0.017299,-0.092734,0.31502,0.18788,0.053316,-0.14771,-0.019504,0.026156,-0.010432,-0.2226,-0.097272,-0.084886,-0.018659,0.040414,0.060761,-0.055472,-0.046443,-0.071073,-0.057414,-0.20312,-0.073148,-0.20596,0.16418,0.045613,-0.04272,-0.073455,-0.1002,0.0071336,-0.0096423,0.055839,-0.082561,-0.012282,-0.20302,-0.071418,0.043874,0.059417,-0.11414,0.015664,0.1924,-0.03072,0.16132,-0.076567,0.051566,-0.0443,-0.047797,-0.081233,0.2032,0.10261
"7.0159",0.049395,-0.071872,-0.05563,-0.088413,-0.050066,-0.036992,0.060741,0.020506,-0.012098,-0.11784,-0.095836,-0.037422,-0.13731,-0.095676,0.12803,-0.014976,-0.09514,0.031754,-0.080492,0.11097,0.033345,-0.068576,-0.024094,0.04556,-0.2534,-0.018412,0.11655,0.034422,0.072968,-0.00077998,-0.056281,0.0075357,0.10663,-0.14129,-0.20283,-0.15358,-0.11152,-0.035382,0.10176,0.066044,-0.027572,0.032202,0.029159,-0.03972,0.14079,0.20082,0.083025,-0.073667,0.23543,0.057441
"7.0508",0.0042291,-0.040913,0.082012,-0.02702,0.046464,-0.019528,0.045705,0.035396,-0.087574,-0.082984,-0.0053238,0.17713,0.088774,-0.30808,0.19076,0.068137,-0.018331,-0.10366,-0.036637,-0.020215,-0.13971,0.044731,0.089941,-0.054019,-0.0033437,0.080294,-0.011245,0.21633,0.01611,0.032787,-0.30257,0.023084,-0.016395,-0.13957,0.10424,-0.20378,0.16904,-0.052843,-0.081879,-0.011815,-0.20375,-0.114,-0.087844,0.0051685,-0.021456,-0.0071028,0.076949,0.039085,0.023381,-0.047895
"7.0978",0.0080294,0.011834,-0.035894,0.01177,-0.11072,-0.084864,0.0066378,-0.016151,-0.022164,-0.143,0.10019,-0.069937,-0.20209,-0.22438,-0.25356,-0.012766,0.085801,-0.10069,-0.10777,-0.11741,0.043938,0.1795,0.08579,-0.12415,0.042121,-0.12197,-0.14611,0.076946,-0.12551,-0.099849,0.19768,-0.092523,-0.024635,0.027672,-0.22887,0.064679,-0.044991,0.020724,-0.066743,0.08066,-0.013868,0.068241,0.043498,-0.011249,0.0012532,-0.080584,-0.05777,-0.13726,0.21746,0.0060802
"7.1207",-0.11008,0.025856,0.041224,0.053312,0.00034807,0.03817,-0.12922,0.050692,-0.23095,0.16111,-0.15141,-0.020002,-0.17639,0.20623,0.12465,-0.030876,-0.11625,0.024513,0.16897,-0.19218,-0.29294,-0.20917,-0.020065,0.15672,0.016177,-0.052875,-0.01347,0.28694,-0.14156,0.034082,-0.060883,0.065973,0.18894,0.066622,-0.11835,0.07847,-0.25036,-0.011632,-0.099479,0.076485,0.08782,-0.15546,-0.00092992,-0.067581,-0.058931,-0.031671,0.010517,-0.013283,0.0026684,0.0092474
"7.1607",0.010774,-0.0046342,-0.031443,-0.0010823,0.1166,0.18771,0.046209,0.044099,0.052907,0.059367,-0.038974,0.075355,-0.045271,-0.0072979,-0.12535,0.16053,0.066423,-0.1127,0.10103,-0.0090633,-0.035562,0.030356,-0.057398,-0.0272,-0.040589,-0.0057321,-0.030382,-0.10152,-0.018114,-0.00867,-0.032127,-0.079669,-0.035392,0.037102,-0.027257,-0.15364,0.078307,0.027503,0.045627,-0.14528,-0.041784,-0.12689,0.063401,0.14806,-0.12018,0.10964,-0.074182,0.073614,-0.033216,-0.047538
"7.18685",-0.014311,-0.0028781,0.049117,0.021381,-0.062958,0.1109,0.0027601,0.056499,0.17545,0.086813,-0.046488,0.1041,0.13487,-0.088851,-0.13579,-0.15297,0.05496,0.12206,-0.036197,0.07723,0.056328,-0.1203,0.044304,-0.00017122,0.22034,-0.063683,0.057916,-0.043754,0.063466,-0.003927,-0.087624,-0.15212,-0.030959,0.016402,0.10824,-0.15287,-0.092393,0.03021,-0.051482,0.13759,0.12383,-0.35346,-0.049317,0.19645,0.11906,-0.1176,0.036815,-0.12153,0.084322,-0.0089149
"7.2155",-0.16743,-0.13681,0.17389,0.025306,0.13734,-0.074681,0.12714,0.097702,-0.053976,-0.051091,0.027644,-0.1724,-0.042226,0.012031,-0.031286,-0.034698,-0.10671,-0.0055021,-0.023875,0.057807,0.06291,-0.0052264,0.0052226,-0.078185,-0.14768,-0.047588,-0.1253,0.012868,0.017768,-0.030532,0.091407,0.12103,0.10462,0.0077274,0.033211,-0.19039,0.0020804,-0.082034,0.1015,-0.013723,0.0073846,-0.2725,0.0095646,0.06522,-0.10653,-0.086539,-0.09142,-0.066942,-0.31513,0.0014874
"7.2931",-0.15734,-0.055436,0.063916,-0.066181,0.12038,0.058925,0.0078398,0.039194,-0.072883,-0.026896,0.14894,0.042509,-0.12917,0.06359,0.19332,-0.13483,-0.1049,0.038158,0.091649,0.059715,0.085298,0.082024,0.07262,-0.069977,0.11272,0.065313,-0.11037,0.118,0.056113,-0.056014,0.10955,-0.16862,0.10879,0.035623,0.10775,0.009519,-0.025726,-0.077827,0.025268,-0.015824,-0.0038362,0.042042,-0.066792,0.10229,-0.0053002,-0.11662,-0.12396,0.015566,-0.0022936,-0.060622
"7.3257",-0.1184,-0.023977,0.21688,-0.040889,0.025728,0.2076,0.10089,0.11328,-0.036171,-0.13634,-1.6381e-05,-0.03493,0.092148,0.073917,-0.044392,-0.1118,0.13749,-0.096259,-0.03759,-0.052873,-0.067093,0.046104,-0.1222,0.23116,-0.069723,-0.27951,0.17121,-0.12821,-0.18158,0.018645,-0.14863,-0.020851,-0.12082,-0.16754,0.0066582,-0.017328,-0.084515,0.15069,0.14798,0.21554,-0.18452,0.14628,0.024995,-0.025477,0.036273,-0.1153,-0.095946,0.11547,0.031929,-0.010075
"7.3659",0.093494,-0.29895,0.016322,0.20658,0.15588,0.082454,0.038643,-0.044572,0.083499,0.098524,-0.044785,0.031934,-0.099415,0.06652,0.037809,0.16497,0.058984,0.047864,-0.02248,-0.1228,-0.026581,0.065973,0.034818,-0.031256,0.059517,0.057795,0.017017,-0.056197,0.023709,0.027054,0.055749,-0.037625,0.10605,0.059395,-0.044319,-0.041126,-0.070921,0.04182,-0.061212,-0.10456,0.024806,0.001607,-0.10341,0.098547,0.17906,-0.089305,0.061673,0.13917,0.084199,0.02697
"7.4135",0.056726,-0.25499,0.14847,0.12097,0.071945,0.046342,0.0076044,-0.070305,-0.043908,-0.039278,0.084857,0.03839,0.038245,-0.033693,0.19724,0.0043982,0.12522,-0.00080223,-0.025883,-0.15599,0.037694,-0.07377,0.08083,0.039611,0.045188,0.06694,-0.083202,0.069552,0.018198,-0.021712,-0.00097373,-0.11227,0.096163,-0.17221,-0.022609,0.06058,0.098481,-0.0014435,0.13832,0.058433,0.071549,-0.0020077,-0.027913,0.22177,-0.04421,-0.095797,-0.025766,0.15521,0.031127,-0.010972
"7.4292",0.096519,-0.23385,0.068861,0.11786,0.076677,-0.016134,0.067461,-0.029421,0.019362,0.080725,-0.047526,-0.039131,0.11605,0.1113,-0.064612,0.091481,0.068278,0.055258,-0.085755,0.10704,0.037931,0.049274,0.047602,0.0057387,-0.0093795,0.12541,0.019324,0.06152,0.079446,0.040331,0.054162,-0.055681,0.02564,-0.0062638,-0.016004,-0.12802,-0.078233,0.019558,0.056859,0.039409,0.022632,-0.092006,0.055318,-0.11237,-0.086921,0.089615,-0.15118,0.061826,0.098378,-0.027801
"7.4999",-0.11695,-0.026638,0.03407,-0.16092,0.17428,0.0096631,0.096086,0.36448,-0.03229,0.13309,0.013713,0.1183,-0.088506,0.067206,0.026008,0.017172,0.076485,0.0069767,0.25419,0.076358,0.089037,0.084453,0.097972,0.1178,0.1849,-0.042106,0.11431,-0.015737,0.094376,-0.0024083,-0.02004,-0.046352,-0.11697,-0.049144,-0.09348,-0.16688,0.022427,-0.42358,0.023203,0.083441,0.11476,0.19527,-0.044736,-0.25348,0.017862,-0.0030559,0.092368,0.016912,0.003318,0.02621
"7.5507",-0.24765,-0.18186,-0.11515,-0.13796,-0.18812,0.10475,-0.010383,-0.053035,0.040508,-0.028131,-0.034642,-0.11411,-0.0074851,-0.029154,0.0038565,0.044373,0.015627,0.017617,-0.062854,-0.024909,0.058916,0.00051511,0.014922,0.025351,0.027114,-0.041479,-0.055448,0.029131,-0.028674,0.07219,-0.15343,0.050434,0.012038,0.0074865,0.038824,0.078053,0.01856,-0.0027204,0.030602,0.02041,0.037083,0.033207,-0.0052962,-0.026795,0.0071656,0.081468,-0.083728,-0.0040607,0.066058,-0.059546
"7.5698",-0.18682,-0.14221,-0.066943,-0.13166,-0.15447,0.10005,-0.0087895,-0.038711,0.04697,0.027092,0.0079225,-0.10256,0.049665,-0.086193,0.039971,-0.030828,-0.033736,0.018388,-0.029974,-0.049652,0.031505,0.0041068,-0.046346,-0.0068322,0.077506,0.074394,-0.027541,0.0062307,0.03234,0.014234,-0.045501,0.033318,0.11754,0.027933,0.054248,-0.032583,0.071201,-0.015655,0.054719,0.0087514,-0.096222,0.01536,0.067406,-0.028589,-0.059039,0.10092,-0.041324,-0.13714,0.047698,0.020136
"7.6349",-0.22074,-0.14696,-0.074435,-0.13627,-0.16449,0.093449,-0.025444,-0.05131,0.058915,0.022871,0.0050252,-0.094246,0.013334,-0.055459,-0.010438,-0.014576,-0.01791,0.028424,-0.057905,-0.033512,0.037849,0.010058,0.0047433,-0.007172,0.075072,0.073977,-0.061911,-0.056387,-0.00094941,-0.012306,-0.061521,0.040771,0.087088,0.089433,0.029528,-0.0063393,0.047164,-0.04394,0.098334,-0.072514,-0.074321,0.022243,-0.079856,-0.031573,-0.075782,0.046562,-0.058753,-0.10587,-0.0016718,-0.072039
"7.6799",0.11891,-0.15486,-0.14502,0.042896,0.053024,-0.039491,-0.0057285,-0.0043672,-0.035881,0.023462,-0.028303,-0.14606,0.10067,-0.12546,0.13484,-0.1237,0.0869,-0.14896,0.19615,-0.027422,-0.013799,0.10163,-0.12743,-0.016315,0.027044,0.038136,0.10745,0.018492,0.088467,-0.053858,0.16887,0.064437,-0.0753,-0.15527,0.019134,0.016789,-0.028493,-0.00093915,0.17779,-0.086164,-0.015591,-0.28351,-0.077338,-0.017094,0.20349,-0.1073,0.026465,-0.007059,0.10411,0.045453
"7.69755",-0.0116,-0.048441,-0.00449,-0.16196,0.080358,-0.1703,-0.079572,0.29892,0.05347,0.080297,-0.046317,-0.16293,-0.10481,0.012342,-0.02361,-0.073762,-0.02377,0.00049845,-0.092835,0.082991,0.013352,0.095358,0.0099346,-0.17873,-0.042094,-0.050909,-0.052841,0.0091736,0.075387,-0.0099786,-0.084303,-0.19604,-0.28336,0.06505,-0.11494,-0.11478,-0.030898,0.19948,0.065286,0.042056,0.022906,-0.07887,-0.14734,0.087303,-0.24075,-0.01198,0.053827,-0.013419,-0.014071,0.050871
"7.7714",0.03385,0.077354,-0.069761,-0.02913,0.24939,0.054882,0.041956,-0.062419,0.057906,0.023931,-0.059994,-0.21546,-0.041808,-0.062609,-0.0048879,-0.048652,-0.077901,-0.023867,-0.060923,0.020361,-0.033266,-8.7008e-05,0.079788,-0.24424,0.10348,0.020053,0.22699,-0.13064,0.080335,0.078464,0.044535,0.13477,0.045769,-0.029931,0.18071,-0.016386,-0.13468,-0.090156,-0.23414,0.12278,0.07815,0.23404,-0.1551,0.21711,-0.1303,0.09681,0.033739,0.058399,-0.11328,0.0034514
"7.8313",-0.19951,-0.14356,-0.022632,-0.1413,-0.13992,0.17644,0.069543,0.048007,0.16369,0.012391,0.071277,-0.064605,0.061167,-0.26351,0.074801,-0.099555,-0.02219,0.13825,-0.050685,0.12551,0.02527,-0.1096,-0.040374,0.0092749,0.015593,0.056249,0.021564,0.084283,-0.038004,-0.06451,0.036665,-0.11903,-0.0086671,0.029582,-0.078831,-0.045694,-0.21216,0.085029,-0.030128,-0.17246,0.076131,0.084391,-0.013474,-0.018794,0.22273,0.087399,0.16414,0.16322,-0.10662,0.084216
"7.8463",-0.1369,-0.11446,-0.17417,-0.13049,-0.13388,-0.11134,-0.047982,-0.13268,-0.12655,-0.04508,-0.21256,-0.12129,-0.14714,0.24791,-0.06039,0.14964,-0.0024174,-0.12877,-0.064822,0.0011428,0.075534,0.1428,0.07338,-0.021321,-0.021748,0.19092,-0.085165,-0.13475,-0.029069,0.17589,-0.069799,0.11171,-0.020575,-0.16462,-0.020282,-0.013722,0.07708,-0.2016,0.041468,0.030185,-0.074917,-0.053621,0.069865,0.072643,0.055249,-0.14179,0.17042,0.044053,-0.027942,-0.037301
"7.9505",-0.024537,-0.13216,-0.024319,-0.01307,-0.12514,0.063622,-0.074586,-0.12218,-0.054359,0.22766,-0.031809,-0.17172,0.0028793,0.042725,0.04519,0.0079259,0.072393,-0.021423,0.41047,0.14863,0.19078,-0.099436,-0.092575,-0.20359,-0.17089,0.020962,0.13279,0.20293,-0.17566,-0.034897,0.058859,-0.077936,-0.24755,-0.073763,0.0032486,0.073497,0.018856,-0.027523,-0.029506,0.004082,-0.1343,0.03314,0.079965,0.17906,-0.063598,-0.10996,0.072421,-0.10762,0.031143,0.060285
"7.9715",0.0095658,-0.020251,0.066676,0.097066,-0.044271,-0.032054,0.0093828,0.10908,0.016274,0.054354,-0.062189,-0.19808,-0.15185,-0.080601,0.079401,-0.013073,-0.00093955,-0.038118,0.0045469,0.082083,-0.0020948,0.18813,0.33843,0.15463,-0.2365,0.061847,-0.039472,-0.078802,-0.17541,-0.27699,0.045758,-0.017139,0.058316,0.22415,0.096684,0.051699,0.053873,0.062046,0.093866,0.030362,0.071463,0.059974,-0.028915,-0.10312,0.068211,-0.096512,-0.024631,0.16933,0.083088,0.01329
"8.4618",0.028805,-0.030481,-0.041746,-0.060339,0.0016092,-0.086652,0.069209,-0.0013777,0.16142,-0.087453,-0.16656,0.12603,-0.04512,-0.064396,0.1517,0.13988,-0.1376,0.0021786,-0.12634,0.13532,-0.21306,-0.01367,-0.2024,0.0080564,0.086123,0.099612,-0.034939,0.026284,-0.17742,-0.040558,0.015084,-0.10434,0.083955,0.17707,-0.095066,-0.073377,0.15036,-0.069609,-0.13413,0.096759,0.12107,0.093178,0.21435,0.048625,0.11934,-0.25681,0.066611,-0.12969,-0.093035,-0.035496
"8.5282",-0.031512,-0.03531,-0.087779,0.04838,-0.11433,0.19292,0.011508,-0.024771,0.15046,0.14676,0.21161,0.029751,0.18331,0.090818,0.063585,-0.00080129,-0.057634,-0.16461,-0.072267,-0.14292,0.034656,0.072446,-0.10211,-0.15172,-0.087685,0.012665,0.14827,-0.13073,0.12949,0.11764,-0.062768,-0.03456,0.18634,0.1876,-0.10328,0.005319,0.086442,0.070965,0.0057431,0.16163,-0.020902,-0.04161,-0.042637,-0.22194,-0.22329,-0.25651,-0.0041666,0.073261,0.024296,0.25936
"8.8399",-0.06183,-0.071529,-0.064422,0.044286,0.05624,0.076257,-0.25048,-0.034431,-0.27326,-0.2929,0.104,0.079258,-0.045205,0.14789,0.079876,0.043094,-0.042643,-0.05078,-0.055426,0.18499,0.14004,-0.030704,0.01052,-0.0064371,0.083977,0.020301,0.098613,-0.083299,0.016723,-0.12105,0.051253,-0.070812,-0.050734,-0.073546,-0.071628,-0.1053,-0.062777,0.1403,-0.058596,-0.0037092,-0.031319,0.046838,0.076799,0.011261,0.033799,0.1039,-0.096632,0.025576,-0.089581,0.011003
"9.1278",-0.056058,-0.041473,-0.098613,0.021748,0.026213,0.025721,-0.21112,-0.08802,-0.2729,-0.24664,0.024814,0.046796,0.040368,0.084013,0.033866,0.052665,0.035452,-0.014871,-0.082295,0.15167,0.16692,-0.082472,-0.072042,-0.10776,0.051631,-0.020401,0.074987,-0.060196,-0.12171,-0.19437,-0.0026583,-0.04731,0.075503,0.023259,-0.047067,-0.14955,0.066218,0.086421,0.0039332,-0.0403,0.20756,0.0040383,-0.23498,-0.070415,-0.0071927,-0.034723,0.0029715,0.022382,-0.009384,0.058885
